Case ID,predicted-completion
1111057678,2016-10-19 18:21
1115275695,2016-11-12 17:00
1116736783,2016-11-10 23:50
1118140052,2016-10-27 21:14
1119346613,2016-11-11 19:48
1120624192,2016-11-28 17:00
112225006,2016-10-14 22:19
1122854866,2016-12-08 17:00
1124966685,2016-12-16 18:32
1130289017,2016-12-01 21:59
1130795851,2016-12-13 17:00
1131588689,2016-11-23 20:10
1131812437,2016-12-06 17:00
1131974200,2016-11-13 17:00
1132898010,2016-11-29 17:00
1135553856,2016-11-24 21:13
1136138244,2016-11-17 17:00
1136188668,2016-11-10 22:44
1136782466,2016-12-02 17:00
1138343850,2016-11-26 17:00
1139528532,2016-11-24 14:55
1140019355,2016-10-26 23:53
1140236377,2016-12-17 00:08
1140934167,2016-11-05 17:00
1142291922,2016-11-24 17:00
1144411709,2016-10-17 22:40
1145050189,2016-10-26 19:10
1145195394,2016-11-24 17:00
1145290276,2016-10-28 22:03
11454632,2016-11-22 17:00
114560083,2016-11-28 18:34
1145960664,2016-11-02 21:14
1146017257,2016-11-19 17:00
114677449,2016-11-17 17:00
1148505526,2016-11-25 17:00
1149826505,2016-12-01 17:00
1149882287,2016-11-12 17:00
1152706558,2016-11-11 20:29
1156056055,2016-12-16 17:00
115875432,2016-12-08 01:02
1159647718,2016-11-14 18:45
1160309805,2016-12-18 17:00
1160345889,2016-10-26 23:48
1161266589,2016-12-06 19:39
1163291654,2016-10-27 21:24
1164895484,2016-12-01 23:27
1165348053,2016-12-18 17:00
116887817,2016-11-25 17:00
1170931347,2016-12-13 19:00
1171197563,2016-11-12 17:00
1173289988,2016-11-25 17:00
1174114825,2016-11-14 17:00
1174968511,2016-10-27 00:45
1175093878,2016-11-24 20:59
1176104412,2016-12-12 17:00
117667027,2016-12-19 19:31
11773925,2016-12-02 17:00
1178554291,2016-10-18 17:09
1179073626,2016-12-12 21:22
1180717049,2016-10-18 21:18
118076535,2016-11-25 17:00
1180779910,2016-11-25 17:00
1181289999,2016-12-21 20:23
1182045705,2016-12-09 17:00
1183136852,2016-11-09 22:19
1183476189,2016-11-28 17:00
1183534481,2016-11-14 20:55
118364998,2016-10-21 22:32
118455744,2016-12-19 17:00
1184776496,2016-12-05 17:00
1191708035,2016-12-16 19:45
1191734939,2016-10-17 22:51
1191906778,2016-12-14 18:21
1193407725,2016-11-22 17:00
1194278424,2016-12-08 17:00
1194598473,2016-12-20 00:43
1196211316,2016-12-01 17:00
1196891456,2016-11-29 20:04
1201267547,2016-11-09 23:05
1202543218,2016-12-20 17:00
1204431926,2016-12-08 21:56
1206779440,2016-12-16 01:58
1208543050,2016-11-05 17:00
1210140571,2016-10-06 21:22
1210329743,2016-12-12 17:00
1210876281,2016-12-01 19:13
1212433332,2016-11-30 22:33
1213009008,2016-10-26 20:54
1213737526,2016-11-24 21:00
1214717043,2016-12-15 17:00
121770332,2016-10-13 18:11
1219509855,2016-11-29 21:33
1220006118,2016-10-18 22:09
1222039007,2016-12-03 17:00
1225769256,2016-11-01 22:10
1226041324,2016-12-05 18:31
1226442731,2016-11-07 22:09
1226994121,2016-11-16 17:51
1228403719,2016-11-11 19:35
1231269305,2016-12-16 17:00
1235896381,2016-11-19 17:00
1236613235,2016-12-06 17:00
1236733745,2016-12-16 17:00
1237086325,2016-11-29 17:00
1237394333,2016-12-11 17:00
1237708187,2016-11-15 20:52
1239673210,2016-12-04 17:00
1239762522,2016-12-05 17:00
1240814574,2016-11-02 02:36
1241999769,2016-11-08 18:10
1242470738,2016-12-03 17:00
1242477998,2016-11-14 17:00
1245298665,2016-10-20 21:22
1248532589,2016-11-07 23:20
1248765312,2016-12-09 22:39
1248970009,2016-11-14 17:00
1250500817,2016-11-05 17:00
125185651,2016-12-06 17:00
125225552,2016-12-06 17:00
1253032803,2016-11-30 21:33
1254085728,2016-11-28 18:25
1256882757,2016-11-19 17:00
125718857,2016-12-21 21:48
1258084186,2016-11-05 17:00
1258641337,2016-11-05 01:11
1260313275,2016-11-06 17:00
1260511828,2016-11-13 17:00
1261424268,2016-11-29 17:53
1264902566,2016-11-05 17:00
1265044597,2016-11-22 17:00
1265413720,2016-12-09 17:00
1265633548,2016-12-15 17:00
1266010499,2016-12-02 20:44
1268336526,2016-11-15 20:40
1269305141,2016-12-02 17:00
1269575140,2016-12-08 17:00
1269620603,2016-11-18 17:00
1270175388,2016-12-15 19:59
1271159721,2016-10-18 02:38
1271426699,2016-12-10 17:00
12716824,2016-12-16 04:51
1273109806,2016-11-12 17:00
1273243804,2016-11-08 17:00
1273686478,2016-12-08 00:52
1273899378,2016-10-28 20:41
1273931422,2016-11-19 17:00
1274166676,2016-11-06 17:00
127457405,2016-11-04 17:00
1274866621,2016-11-20 17:00
1275779621,2016-12-20 02:56
1277202210,2016-11-01 18:17
1277464254,2016-10-29 01:47
1278282603,2016-12-14 20:55
1279149491,2016-11-13 17:00
1279542983,2016-12-06 17:00
1280739052,2016-12-16 17:00
1281227660,2016-11-22 20:47
1281884796,2016-10-19 23:19
1282418399,2016-11-24 17:00
1283341810,2016-11-17 17:00
1283651073,2016-11-08 19:17
1283751278,2016-11-09 21:03
1285342453,2016-12-10 17:00
1286165737,2016-11-23 23:50
1286997267,2016-11-24 20:12
1288727835,2016-11-24 17:00
1289751033,2016-11-21 21:20
1291280868,2016-11-13 17:00
1291286264,2016-12-16 17:00
1291971664,2016-11-11 03:07
1292203372,2016-12-13 04:45
1293008903,2016-11-29 17:00
1294558199,2016-11-21 17:00
1295599717,2016-12-08 17:00
1295911338,2016-11-10 17:00
1297559824,2016-12-01 17:00
1297722987,2016-10-28 17:33
1299469760,2016-12-09 17:00
1299856399,2016-11-09 20:42
1300309831,2016-11-28 18:36
1300773256,2016-12-08 20:46
1300909718,2016-11-19 00:27
1304365916,2016-12-15 17:00
130463013,2016-11-12 17:00
1304842887,2016-11-08 03:48
1305064148,2016-10-13 17:08
130653490,2016-12-08 17:00
1307447876,2016-11-17 17:00
1307546210,2016-11-26 17:00
1307811463,2016-12-02 17:00
1309271875,2016-11-14 23:05
131097851,2016-11-15 01:24
1312529552,2016-12-16 17:00
1312537655,2016-11-26 01:19
1312733757,2016-12-12 17:00
1312902296,2016-12-06 17:00
1312933469,2016-11-04 20:31
1317536471,2016-10-17 22:27
132038140,2016-12-01 17:00
132220187,2016-11-13 17:00
1323041202,2016-11-24 20:14
1325117141,2016-10-28 22:46
1325302224,2016-11-24 00:46
1326172373,2016-11-29 21:20
1329577059,2016-11-18 00:47
1331678337,2016-11-11 19:41
1332066828,2016-11-19 17:00
1335180651,2016-11-19 17:00
1335455949,2016-11-14 17:00
1337249907,2016-12-10 17:00
133935411,2016-12-13 17:00
1340459622,2016-11-05 00:13
1341133743,2016-11-24 17:00
134173506,2016-11-24 17:00
1342845149,2016-12-04 17:00
1343349327,2016-11-27 17:00
1343390609,2016-11-16 19:20
1343499545,2016-10-28 19:31
1344840884,2016-12-17 00:58
1345333868,2016-12-01 17:00
1346612073,2016-11-28 21:55
1347122551,2016-11-04 17:00
1347888391,2016-12-01 20:30
1349926412,2016-11-04 17:00
1351428864,2016-12-15 17:00
1353492880,2016-11-15 19:49
1353848792,2016-11-01 21:40
1357696952,2016-12-01 22:52
1359639481,2016-12-08 20:58
1359982228,2016-12-20 23:02
1360556476,2016-12-03 04:42
1361510669,2016-12-20 22:43
1362590392,2016-11-18 22:22
136665186,2016-10-13 20:53
1371434911,2016-11-22 20:39
1372277105,2016-10-21 17:55
1376887477,2016-11-30 18:09
1378219675,2016-12-01 02:04
1381887838,2016-10-21 02:13
1386564931,2016-11-25 23:45
1388588699,2016-11-10 18:13
1391267361,2016-10-27 20:07
139196339,2016-11-29 18:20
13944300,2016-11-15 00:14
1395028182,2016-12-06 23:33
1403714641,2016-12-14 05:19
1403951768,2016-11-01 00:48
1405620680,2016-10-18 04:50
1417474847,2016-10-13 00:37
1419488876,2016-11-24 19:48
1423878486,2016-11-11 18:03
1425136490,2016-11-22 20:32
1429834706,2016-12-22 01:45
1434518975,2016-11-15 01:03
143630403,2016-11-14 18:42
1436502383,2016-10-18 21:46
1437774690,2016-10-26 21:28
1439034221,2016-12-19 18:29
1444191625,2016-11-07 18:12
1445301194,2016-12-15 01:14
144959075,2016-10-25 20:02
1450689239,2016-11-01 16:44
1452593339,2016-12-21 20:14
1453309038,2016-11-14 21:50
1453589065,2016-11-04 22:47
1454026823,2016-12-10 00:33
1454329645,2016-11-23 01:12
1456223716,2016-11-25 23:05
1459684566,2016-12-15 01:36
1464780823,2016-11-04 17:38
1467101602,2016-10-11 22:23
1470819740,2016-12-12 22:46
1471430106,2016-11-22 17:11
1475545655,2016-11-25 22:46
1479317863,2016-10-24 17:04
1483800027,2016-10-24 19:35
1483928070,2016-11-17 19:53
1494056730,2016-11-30 21:29
1495187612,2016-12-15 00:07
1495927013,2016-10-17 16:01
1498483020,2016-10-24 17:23
1500082122,2016-11-29 00:00
1503054725,2016-11-01 00:42
1506673860,2016-12-20 23:57
1509724255,2016-12-13 00:15
1509740627,2016-11-25 22:10
1517065409,2016-11-18 23:04
1518842217,2016-12-12 21:57
1523986735,2016-10-27 19:46
152784845,2016-11-24 20:33
1531372937,2016-12-14 20:14
1534175598,2016-12-12 20:50
1538422690,2016-11-25 17:46
1540923403,2016-10-19 19:24
1541826188,2016-11-30 18:50
1546375758,2016-10-24 22:09
1548060693,2016-10-14 15:18
1550148814,2016-10-18 22:07
1550626027,2016-11-07 23:35
1550854529,2016-10-18 15:54
1555010506,2016-11-11 20:02
1557296300,2016-11-16 02:07
1557471536,2016-10-12 21:20
1562170126,2016-10-20 17:32
1568090978,2016-12-06 22:43
1571475247,2016-11-22 18:50
1576819977,2016-11-23 01:44
1581655140,2016-11-25 23:35
1582743424,2016-11-11 16:53
1589624760,2016-12-06 00:13
1589946896,2016-12-12 21:32
1590791050,2016-12-19 19:23
1596032771,2016-11-15 20:15
1598268086,2016-10-31 19:24
1603703311,2016-11-08 04:03
1604619511,2016-11-12 20:15
1605593231,2016-12-13 18:50
1612557107,2016-12-01 01:05
1614968186,2016-11-29 21:35
1619420792,2016-11-23 00:07
1620539143,2016-11-08 21:44
1623607293,2016-12-12 22:09
1627432412,2016-12-03 00:11
1630475769,2016-12-15 01:11
1632754032,2016-11-14 19:02
1636659317,2016-12-21 18:13
1638379755,2016-12-12 23:54
1641972620,2016-12-21 02:17
1642811374,2016-12-16 21:05
164769477,2016-11-02 19:02
1650416539,2016-11-29 01:11
1659255564,2016-12-02 23:59
1661566238,2016-12-19 17:04
1661574532,2016-11-25 02:01
1662487403,2016-11-15 22:03
1663648698,2016-11-21 23:54
1664614522,2016-11-14 22:40
1664621088,2016-12-02 22:35
1665438389,2016-10-14 20:58
1670768029,2016-11-24 01:23
1677049820,2016-11-05 03:36
167825309,2016-12-13 22:13
1679215860,2016-12-05 18:41
1679927360,2016-11-11 17:47
1680734516,2016-11-18 05:15
1681361801,2016-11-22 16:48
1686397683,2016-11-14 18:26
1694615111,2016-10-18 03:29
1697844636,2016-10-28 21:32
1703969285,2016-12-08 03:28
1706151514,2016-11-01 01:36
1706313428,2016-10-20 23:38
1706407359,2016-12-09 19:25
1711867932,2016-10-19 22:24
1713280237,2016-11-17 01:42
1714501335,2016-11-02 22:32
1716698141,2016-12-19 18:49
1726110813,2016-11-08 21:10
1727581145,2016-12-16 17:30
1728707744,2016-10-19 00:38
1730126086,2016-11-16 23:20
1731589435,2016-10-18 21:02
1734409648,2016-11-22 17:51
1742866950,2016-11-07 21:22
1748600294,2016-11-16 20:29
1753972754,2016-10-19 17:54
1757332206,2016-11-09 23:24
175918237,2016-11-04 01:11
1759206616,2016-11-11 23:25
1761486530,2016-12-20 18:55
1774613964,2016-10-24 20:05
177481333,2016-10-17 17:00
1777454448,2016-12-20 00:08
1778205577,2016-11-05 19:30
177985707,2016-10-14 20:39
1780482603,2016-12-05 20:02
178100585,2016-10-25 17:22
1782198949,2016-11-10 02:24
1792989829,2016-11-14 17:52
1793506570,2016-10-27 21:12
1794381253,2016-11-22 05:00
1795986679,2016-11-08 00:35
179713283,2016-11-04 21:01
1801822059,2016-11-08 18:12
1804015364,2016-11-29 23:11
1813196768,2016-12-09 22:57
182066441,2016-11-07 22:50
1822579002,2016-12-09 01:53
1824029008,2016-10-14 19:33
1826872953,2016-10-21 22:08
182815865,2016-10-13 00:34
183528099,2016-12-07 20:08
1835712802,2016-10-13 02:05
1837232546,2016-11-29 20:27
1839163450,2016-10-27 00:05
1848636655,2016-10-21 18:54
1851874120,2016-12-14 21:24
1857316370,2016-12-14 20:23
1859387169,2016-11-15 02:16
1860164462,2016-10-14 20:19
1862468287,2016-11-03 22:41
186670484,2016-11-14 20:56
1868286692,2016-11-08 16:49
1869129677,2016-11-22 23:51
1879115572,2016-10-13 06:12
1880895995,2016-11-07 19:14
1882563257,2016-12-16 23:10
1885602665,2016-12-16 19:50
1888350749,2016-11-25 17:53
190170308,2016-10-27 04:15
1902601657,2016-12-13 00:31
1903689163,2016-11-02 19:29
1905561540,2016-12-12 23:03
1908235422,2016-12-09 00:51
1918741535,2016-11-03 20:45
191922766,2016-12-09 19:58
1919805494,2016-11-04 20:47
1922166710,2016-10-26 23:47
1922497660,2016-10-14 00:33
1938026907,2016-10-15 21:06
1944799016,2016-10-19 22:21
1949069602,2016-12-05 18:03
1954046396,2016-12-21 00:07
1954441543,2016-10-28 23:23
1955841156,2016-11-23 19:17
1957651168,2016-11-24 15:33
1958282351,2016-12-21 21:24
1962542067,2016-12-01 01:52
1962983064,2016-12-16 20:50
1963219466,2016-10-28 20:08
1965180973,2016-10-26 18:46
1965849532,2016-12-09 22:35
1967560502,2016-11-22 05:45
1969464423,2016-10-21 18:57
1972029705,2016-12-21 22:08
1975269949,2016-11-24 20:31
1976127206,2016-11-03 19:54
1986790973,2016-10-17 17:48
1986875818,2016-11-22 16:04
1988818254,2016-10-24 17:06
1991542825,2016-11-26 00:46
199184776,2016-12-16 00:50
1995092888,2016-12-20 21:00
1995644843,2016-11-08 22:55
1998307400,2016-11-08 22:48
1998480538,2016-12-13 20:31
2007094916,2016-11-18 00:28
2008195330,2016-10-15 03:19
2008203162,2016-11-03 18:57
2009085424,2016-11-16 23:12
2009274259,2016-12-13 21:32
2009554924,2016-11-15 20:16
2019122599,2016-12-19 19:39
2019969184,2016-10-19 19:23
2020372305,2016-11-25 23:39
2021325909,2016-11-22 18:13
2021996669,2016-11-30 20:05
2024680741,2016-10-17 18:45
2032179032,2016-10-31 01:31
2034295537,2016-11-01 21:43
203590810,2016-11-02 01:11
203631671,2016-10-31 23:31
2038249469,2016-11-26 00:33
2043047993,2016-11-24 18:19
2045194309,2016-10-20 18:27
2048171626,2016-11-03 22:14
2049369187,2016-11-18 23:21
2051799809,2016-11-11 18:43
2051845040,2016-11-23 19:41
2053888323,2016-11-04 18:54
2057810216,2016-11-13 22:19
2062813997,2016-12-17 04:48
2064669284,2016-10-24 17:57
2066939992,2016-11-07 18:38
2073760361,2016-11-19 00:48
2076511986,2016-10-12 21:12
2081468177,2016-10-19 20:09
2081673241,2016-10-31 18:49
2085455067,2016-12-20 22:35
2087521978,2016-12-16 17:04
2087713022,2016-11-03 23:38
2089218629,2016-12-12 21:13
2091517201,2016-11-04 18:53
2094441836,2016-11-01 20:13
2099960291,2016-11-15 21:58
2105333511,2016-10-13 01:04
2107501162,2016-11-25 18:41
2111055752,2016-12-09 20:49
211237020,2016-11-16 18:32
2121733472,2016-10-18 04:17
2131822593,2016-11-22 23:34
2134267865,2016-10-19 18:45
2139497576,2016-12-01 22:27
2143988715,2016-11-22 23:56
2144993835,2016-11-22 20:00
215596279,2016-10-20 17:37
21610314,2016-11-19 00:28
222629422,2016-11-08 21:32
227299976,2016-10-22 19:59
233064512,2016-11-11 21:03
238546830,2016-11-02 01:21
254346617,2016-10-14 16:12
254824641,2016-11-02 19:04
254929735,2016-10-27 18:28
255704360,2016-11-08 05:23
265449268,2016-12-09 21:29
268903185,2016-12-10 01:38
270623019,2016-12-05 19:26
276062500,2016-11-28 19:29
279402468,2016-10-31 22:30
28299345,2016-11-09 21:47
28343073,2016-11-26 00:16
285811325,2016-12-17 01:40
28960323,2016-12-19 19:12
294586112,2016-11-18 01:27
295284443,2016-11-15 16:59
295551192,2016-11-02 19:19
296111386,2016-12-14 21:39
296496852,2016-10-21 00:50
296572329,2016-12-01 21:11
297311392,2016-10-26 00:03
303581122,2016-11-30 18:27
30639530,2016-11-23 20:00
308398565,2016-11-01 00:56
309817125,2016-10-25 22:49
309853327,2016-11-16 05:19
310417357,2016-11-07 19:22
31108797,2016-11-25 17:49
313537150,2016-11-29 19:12
31630312,2016-11-24 22:03
317339492,2016-10-13 18:02
327072822,2016-11-08 18:51
327297232,2016-10-31 19:30
352224008,2016-12-16 20:29
353397724,2016-12-14 01:25
354038814,2016-11-22 00:32
355591291,2016-12-01 05:27
362083369,2016-12-08 16:23
362437843,2016-12-02 19:59
362543186,2016-11-03 21:05
363517005,2016-10-19 23:34
365169523,2016-11-22 18:38
368167256,2016-11-16 18:51
368467703,2016-11-30 17:23
371118023,2016-11-22 05:18
372771478,2016-11-21 21:48
374119345,2016-11-22 19:17
376682366,2016-11-30 01:58
377014556,2016-11-20 01:09
377946876,2016-11-22 21:10
381274116,2016-12-09 20:36
381999736,2016-11-16 17:43
392859662,2016-12-05 17:52
393028659,2016-10-17 18:19
396092392,2016-10-31 21:39
397038537,2016-11-08 22:04
398276501,2016-10-21 19:52
405637316,2016-12-09 19:59
413158301,2016-11-29 23:48
417332815,2016-12-07 20:08
423078189,2016-11-28 19:55
424363323,2016-12-12 19:35
432789106,2016-12-02 17:09
434982465,2016-11-16 18:59
438042117,2016-10-17 22:13
438616024,2016-11-23 20:15
440790291,2016-11-24 19:15
444199448,2016-11-22 19:12
444247314,2016-11-23 01:58
449256078,2016-11-11 21:18
455173433,2016-10-26 21:10
458227713,2016-11-10 22:21
460362418,2016-10-28 19:52
461975173,2016-11-04 20:49
462882090,2016-11-02 19:21
463617637,2016-12-03 01:48
465190175,2016-10-18 16:53
465777883,2016-10-21 18:33
465876085,2016-10-24 20:43
471347316,2016-11-25 01:15
471904357,2016-12-14 02:29
473947723,2016-11-29 19:13
477170224,2016-11-28 18:13
482770834,2016-10-25 22:20
48361308,2016-10-31 20:15
483931042,2016-11-08 19:42
486324246,2016-12-06 22:32
492021644,2016-10-19 18:56
507436089,2016-10-31 19:33
507755204,2016-11-03 20:55
511603944,2016-12-22 04:20
51430642,2016-11-07 20:43
515232769,2016-12-17 00:00
525459142,2016-11-15 18:58
527482957,2016-11-04 00:57
533206267,2016-10-13 05:49
53352885,2016-11-09 00:59
539113630,2016-12-19 20:54
545474396,2016-11-04 21:14
546567068,2016-11-25 22:08
550501028,2016-10-19 22:22
550590684,2016-11-23 22:56
555276992,2016-12-03 03:20
560407870,2016-12-01 18:54
564882176,2016-10-27 16:21
573409679,2016-11-22 19:44
576195649,2016-10-20 18:17
576893560,2016-12-17 00:54
579939266,2016-10-08 23:20
581256241,2016-11-28 21:11
58295777,2016-10-18 22:27
584717195,2016-11-08 19:12
586877291,2016-11-17 18:29
587185431,2016-11-28 20:15
595363130,2016-11-19 00:47
596749181,2016-10-18 19:06
598655970,2016-10-24 23:48
59876773,2016-11-22 16:54
600084950,2016-11-22 15:52
601286059,2016-10-14 21:34
602036798,2016-10-18 18:51
606265893,2016-11-25 22:16
6091391,2016-11-30 21:01
611092804,2016-11-23 22:53
61237928,2016-10-20 19:04
616544005,2016-10-15 00:18
61677455,2016-10-17 22:26
617441643,2016-11-11 18:10
619754126,2016-11-22 19:10
622417263,2016-11-09 01:17
622941435,2016-11-22 22:27
630653306,2016-12-09 00:53
630861561,2016-11-28 20:53
631823084,2016-10-25 23:06
633119231,2016-10-21 21:50
639055240,2016-12-02 19:51
63932076,2016-12-17 00:04
639333261,2016-12-09 20:07
652956366,2016-10-14 22:31
656520046,2016-10-20 21:26
658429775,2016-11-07 19:37
662049888,2016-11-18 23:28
663320149,2016-10-25 20:01
665402126,2016-11-29 17:17
666250035,2016-11-08 23:32
667929164,2016-11-23 22:36
676837330,2016-12-09 00:50
677134216,2016-11-23 22:23
679736570,2016-10-25 22:24
681016501,2016-11-29 18:36
694226567,2016-10-14 22:41
695190318,2016-11-24 19:48
697031349,2016-11-09 19:25
69886194,2016-11-28 18:50
701552965,2016-12-09 18:05
706607240,2016-11-12 00:32
722365864,2016-10-18 22:50
726080078,2016-12-07 18:09
72928711,2016-11-15 22:10
729468313,2016-11-28 22:42
731053814,2016-12-15 19:20
740320002,2016-10-14 16:55
74095387,2016-11-21 18:57
743474553,2016-11-02 01:56
750872976,2016-10-27 20:10
753117730,2016-11-02 22:05
757456984,2016-10-12 19:45
759241232,2016-10-24 23:26
759433129,2016-11-22 21:55
762323305,2016-11-08 18:19
777232558,2016-11-03 17:59
78080859,2016-11-15 21:04
782627639,2016-11-08 04:04
783880582,2016-10-13 19:19
787705956,2016-10-26 22:22
788925867,2016-11-02 00:48
795434722,2016-11-18 21:05
798973991,2016-12-07 19:21
799038872,2016-11-24 01:21
799781255,2016-11-29 03:31
802643457,2016-11-28 21:20
8039711,2016-12-15 22:11
806720781,2016-11-29 20:34
807788459,2016-12-20 18:05
808281760,2016-11-11 17:35
80850284,2016-11-03 00:36
81121528,2016-12-12 21:35
81400760,2016-11-17 23:30
817327339,2016-11-24 21:09
81830972,2016-11-12 19:06
820279576,2016-12-12 23:47
822441404,2016-11-24 19:53
823681174,2016-12-01 18:38
830859051,2016-12-10 00:26
83093719,2016-12-01 21:07
834541803,2016-10-20 19:59
845413592,2016-10-28 19:43
84921509,2016-12-08 21:31
852820937,2016-10-14 22:15
854280555,2016-11-12 01:44
859455921,2016-11-29 18:53
86314749,2016-10-28 22:56
863470764,2016-12-09 23:08
86380851,2016-10-19 19:28
864148389,2016-11-21 21:30
867437609,2016-11-15 19:33
876478835,2016-12-13 22:47
888438560,2016-10-21 18:29
89083515,2016-11-03 19:37
892444494,2016-11-24 15:15
894842968,2016-11-25 23:32
896367681,2016-12-13 20:32
896441766,2016-11-15 01:20
898181445,2016-12-02 20:35
901390369,2016-11-28 21:42
901633533,2016-11-17 20:09
903761516,2016-11-30 20:30
906296960,2016-11-18 22:59
907768926,2016-11-21 19:47
910353899,2016-11-21 06:30
923583802,2016-10-13 05:12
92624898,2016-11-03 18:59
927305192,2016-11-24 20:42
928264457,2016-10-24 16:36
933475652,2016-10-20 22:21
936392619,2016-12-08 22:32
942057035,2016-11-18 05:37
942579594,2016-10-28 21:44
946565789,2016-12-01 19:03
95249419,2016-11-11 00:45
95477936,2016-11-02 07:00
958218647,2016-11-04 02:27
964290361,2016-11-24 22:27
966129944,2016-10-27 00:42
967486882,2016-10-22 00:07
971906635,2016-10-12 22:56
978274104,2016-11-04 19:42
994315361,2016-10-26 19:16
998522150,2016-11-14 19:14
