Case ID,Activity,Resource,Complete Timestamp,Variant index,ApplicationType,LoanGoal,label,Action,EventOrigin,FirstWithdrawalAmount,NumberOfTerms,OfferedAmount,duration,event_nr
1010390571,W_Complete_application,User_49,12-12-16 22:56,12,New credit,Car,TRUE,Deleted,Workflow,5000,60,5000,2.51E-09,8
1010390571,A_Complete,User_49,12-12-16 22:56,12,New credit,Car,TRUE,statechange,Application,5000,60,5000,3.86E-10,9
1010390571,A_Validating,other,16-12-16 21:59,12,New credit,Car,TRUE,statechange,Application,5000,60,5000,0.066010972,10
1010390571,O_Returned,other,16-12-16 21:59,12,New credit,Car,TRUE,statechange,Offer,5000,60,5000,9.50E-07,11
1010390571,A_Denied,other,17-12-16 1:05,12,New credit,Car,TRUE,statechange,Application,5000,60,5000,0.002153983,12
1010390571,O_Refused,other,17-12-16 1:05,12,New credit,Car,TRUE,statechange,Offer,5000,60,5000,5.59E-09,13
1010390571,W_Validate_application,other,17-12-16 1:05,12,New credit,Car,TRUE,Deleted,Workflow,5000,60,5000,2.12E-09,14
1012862839,A_Create_Application,User_1,19-10-16 0:28,18,New credit,other,TRUE,Created,Application,5000,120,5000,0,1
1012862839,A_Submitted,User_1,19-10-16 0:28,18,New credit,other,TRUE,statechange,Application,5000,120,5000,1.44E-07,2
1012862839,W_Handle_leads,other,19-10-16 0:36,18,New credit,other,TRUE,Deleted,Workflow,5000,120,5000,8.89E-05,3
1012862839,A_Concept,other,19-10-16 0:36,18,New credit,other,TRUE,statechange,Application,5000,120,5000,3.86E-10,4
1012862839,A_Accepted,other,19-10-16 0:42,18,New credit,other,TRUE,statechange,Application,5000,120,5000,7.27E-05,5
1012862839,O_Create_Offer,other,19-10-16 0:45,18,New credit,other,TRUE,Created,Offer,5000,120,5000,3.17E-05,6
1012862839,O_Created,other,19-10-16 0:45,18,New credit,other,TRUE,statechange,Offer,5000,120,5000,1.47E-07,7
1012862839,O_Sent_(mail_and_online),other,19-10-16 0:46,18,New credit,other,TRUE,statechange,Offer,5000,120,5000,9.58E-06,8
1012862839,A_Complete,other,19-10-16 0:46,18,New credit,other,TRUE,statechange,Application,5000,120,5000,3.86E-10,9
1012862839,A_Validating,other,26-10-16 19:17,18,New credit,other,TRUE,statechange,Application,5000,120,5000,0.12952158,10
1012862839,O_Returned,other,26-10-16 19:17,18,New credit,other,TRUE,statechange,Offer,5000,120,5000,6.37E-06,11
1012862839,A_Denied,other,26-10-16 23:51,18,New credit,other,TRUE,statechange,Application,5000,120,5000,0.003168943,12
1012862839,O_Refused,other,26-10-16 23:51,18,New credit,other,TRUE,statechange,Offer,5000,120,5000,5.79E-09,13
1012862839,W_Validate_application,other,26-10-16 23:51,18,New credit,other,TRUE,Deleted,Workflow,5000,120,5000,1.93E-09,14
1017644369,A_Create_Application,User_1,05-12-16 22:26,1,New credit,Home improvement,FALSE,Created,Application,10000,60,10000,0,1
1017644369,A_Submitted,User_1,05-12-16 22:26,1,New credit,Home improvement,FALSE,statechange,Application,10000,60,10000,2.26E-07,2
1017644369,A_Concept,User_1,05-12-16 22:27,1,New credit,Home improvement,FALSE,statechange,Application,10000,60,10000,1.13E-05,3
1017644369,A_Accepted,other,08-12-16 1:32,1,New credit,Home improvement,FALSE,statechange,Application,10000,60,10000,0.020488424,4
1017644369,O_Create_Offer,other,08-12-16 1:35,1,New credit,Home improvement,FALSE,Created,Offer,10000,60,10000,2.68E-05,5
1017644369,O_Created,other,08-12-16 1:35,1,New credit,Home improvement,FALSE,statechange,Offer,10000,60,10000,1.55E-07,6
1017644369,O_Sent_(mail_and_online),other,08-12-16 1:35,1,New credit,Home improvement,FALSE,statechange,Offer,10000,60,10000,1.48E-06,7
1017644369,A_Complete,other,08-12-16 1:35,1,New credit,Home improvement,FALSE,statechange,Application,10000,60,10000,5.79E-10,8
1017644369,A_Cancelled,User_5,22-12-16 0:56,1,New credit,Home improvement,FALSE,statechange,Application,10000,60,10000,0.23288549,9
1017644369,O_Cancelled,User_5,22-12-16 0:56,1,New credit,Home improvement,FALSE,statechange,Offer,10000,60,10000,4.63E-09,10
1019849833,A_Create_Application,User_1,23-11-16 3:17,9,New credit,Car,FALSE,Created,Application,10000,78,10000,0,1
1019849833,A_Submitted,User_1,23-11-16 3:17,9,New credit,Car,FALSE,statechange,Application,10000,78,10000,2.10E-07,2
1019849833,A_Concept,User_1,23-11-16 3:18,9,New credit,Car,FALSE,statechange,Application,10000,78,10000,1.24E-05,3
1019849833,A_Accepted,other,26-11-16 0:48,9,New credit,Car,FALSE,statechange,Application,10000,78,10000,0.046460723,4
1019849833,O_Create_Offer,other,26-11-16 0:50,9,New credit,Car,FALSE,Created,Offer,10000,78,10000,2.45E-05,5
1019849833,O_Created,other,26-11-16 0:50,9,New credit,Car,FALSE,statechange,Offer,10000,78,10000,1.03E-07,6
1019849833,O_Sent_(mail_and_online),other,26-11-16 0:52,9,New credit,Car,FALSE,statechange,Offer,10000,78,10000,2.18E-05,7
1019849833,A_Complete,other,26-11-16 0:52,9,New credit,Car,FALSE,statechange,Application,10000,78,10000,3.86E-10,8
1019849833,A_Validating,User_123,02-12-16 1:47,9,New credit,Car,FALSE,statechange,Application,10000,78,10000,0.100631453,9
1019849833,O_Returned,User_123,02-12-16 1:47,9,New credit,Car,FALSE,statechange,Offer,10000,78,10000,1.77E-06,10
1019849833,A_Denied,other,02-12-16 23:26,9,New credit,Car,FALSE,statechange,Application,10000,78,10000,0.01503601,11
1019849833,O_Refused,other,02-12-16 23:26,9,New credit,Car,FALSE,statechange,Offer,10000,78,10000,7.52E-09,12
1019849833,W_Validate_application,other,02-12-16 23:26,9,New credit,Car,FALSE,Deleted,Workflow,10000,78,10000,3.67E-09,13
102041449,A_Create_Application,User_1,09-12-16 6:19,1,New credit,Home improvement,FALSE,Created,Application,,60,15000,0,1
102041449,A_Submitted,User_1,09-12-16 6:19,1,New credit,Home improvement,FALSE,statechange,Application,,60,15000,1.99E-07,2
102041449,A_Concept,User_1,09-12-16 6:20,1,New credit,Home improvement,FALSE,statechange,Application,,60,15000,1.27E-05,3
102041449,A_Accepted,other,09-12-16 18:41,1,New credit,Home improvement,FALSE,statechange,Application,,60,15000,0.008577609,4
102041449,O_Create_Offer,other,09-12-16 18:46,1,New credit,Home improvement,FALSE,Created,Offer,,60,15000,5.83E-05,5
102041449,O_Created,other,09-12-16 18:46,1,New credit,Home improvement,FALSE,statechange,Offer,,60,15000,1.45E-07,6
102041449,O_Sent_(mail_and_online),other,09-12-16 18:48,1,New credit,Home improvement,FALSE,statechange,Offer,,60,15000,2.04E-05,7
102041449,A_Complete,other,09-12-16 18:48,1,New credit,Home improvement,FALSE,statechange,Application,,60,15000,1.93E-10,8
102041449,A_Cancelled,other,14-12-16 19:45,1,New credit,Home improvement,FALSE,statechange,Application,,60,15000,0.083989299,9
102041449,O_Cancelled,other,14-12-16 19:45,1,New credit,Home improvement,FALSE,statechange,Offer,,60,15000,4.24E-09,10
1022084723,A_Create_Application,User_1,26-10-16 6:09,5,New credit,Home improvement,TRUE,Created,Application,10500,134,10500,0,1
1022084723,A_Submitted,User_1,26-10-16 6:09,5,New credit,Home improvement,TRUE,statechange,Application,10500,134,10500,1.49E-07,2
1022084723,A_Concept,User_1,26-10-16 6:09,5,New credit,Home improvement,TRUE,statechange,Application,10500,134,10500,8.06E-06,3
1022084723,A_Accepted,User_3,27-10-16 0:21,5,New credit,Home improvement,TRUE,statechange,Application,10500,134,10500,0.012634429,4
1022084723,O_Create_Offer,User_3,27-10-16 0:25,5,New credit,Home improvement,TRUE,Created,Offer,10500,134,10500,5.19E-05,5
1022084723,O_Created,User_3,27-10-16 0:25,5,New credit,Home improvement,TRUE,statechange,Offer,10500,134,10500,1.01E-07,6
1022084723,O_Sent_(mail_and_online),User_3,27-10-16 0:26,5,New credit,Home improvement,TRUE,statechange,Offer,10500,134,10500,2.30E-06,7
1022084723,W_Complete_application,User_3,27-10-16 0:26,5,New credit,Home improvement,TRUE,Deleted,Workflow,10500,134,10500,2.31E-09,8
1022084723,A_Complete,User_3,27-10-16 0:26,5,New credit,Home improvement,TRUE,statechange,Application,10500,134,10500,3.86E-10,9
1022084723,A_Validating,User_123,04-11-16 19:18,5,New credit,Home improvement,TRUE,statechange,Application,10500,134,10500,1.36E-07,10
1022084723,O_Returned,User_123,04-11-16 19:18,5,New credit,Home improvement,TRUE,statechange,Offer,10500,134,10500,3.43E-06,11
1022084723,A_Denied,other,09-11-16 1:03,5,New credit,Home improvement,TRUE,statechange,Application,10500,134,10500,0.07066142,12
1022084723,O_Refused,other,09-11-16 1:03,5,New credit,Home improvement,TRUE,statechange,Offer,10500,134,10500,3.86E-09,13
1023366085,A_Create_Application,User_1,25-11-16 5:00,4,New credit,Home improvement,TRUE,Created,Application,24675,120,30000,0,1
1023366085,A_Submitted,User_1,25-11-16 5:00,4,New credit,Home improvement,TRUE,statechange,Application,24675,120,30000,2.17E-07,2
1023366085,A_Concept,User_1,25-11-16 5:01,4,New credit,Home improvement,TRUE,statechange,Application,24675,120,30000,1.26E-05,3
1023366085,A_Accepted,other,26-11-16 1:19,4,New credit,Home improvement,TRUE,statechange,Application,24675,120,30000,0.014094496,4
1023366085,O_Create_Offer,other,26-11-16 1:23,4,New credit,Home improvement,TRUE,Created,Offer,24675,120,30000,5.37E-05,5
1023366085,O_Created,other,26-11-16 1:23,4,New credit,Home improvement,TRUE,statechange,Offer,24675,120,30000,1.09E-07,6
1023366085,O_Sent_(mail_and_online),other,26-11-16 1:24,4,New credit,Home improvement,TRUE,statechange,Offer,24675,120,30000,2.25E-06,7
1023366085,A_Complete,other,26-11-16 1:24,4,New credit,Home improvement,TRUE,statechange,Application,24675,120,30000,1.93E-10,8
1023366085,A_Validating,other,05-12-16 18:55,4,New credit,Home improvement,TRUE,statechange,Application,24675,120,30000,1.33E-07,9
1023366085,O_Returned,other,05-12-16 18:55,4,New credit,Home improvement,TRUE,statechange,Offer,24675,120,30000,2.03E-06,10
1023366085,A_Denied,other,06-12-16 20:26,4,New credit,Home improvement,TRUE,statechange,Application,24675,120,30000,0.017718162,11
1023366085,O_Refused,other,06-12-16 20:26,4,New credit,Home improvement,TRUE,statechange,Offer,24675,120,30000,4.82E-09,12
1025696634,A_Create_Application,User_1,18-11-16 21:07,4,New credit,Home improvement,FALSE,Created,Application,8471,120,10300,0,1
1025696634,A_Submitted,User_1,18-11-16 21:07,4,New credit,Home improvement,FALSE,statechange,Application,8471,120,10300,2.20E-07,2
1025696634,A_Concept,User_1,18-11-16 21:07,4,New credit,Home improvement,FALSE,statechange,Application,8471,120,10300,5.72E-06,3
1025696634,A_Accepted,other,23-11-16 18:32,4,New credit,Home improvement,FALSE,statechange,Application,8471,120,10300,0.032637732,4
1025696634,O_Create_Offer,other,23-11-16 18:39,4,New credit,Home improvement,FALSE,Created,Offer,8471,120,10300,8.31E-05,5
1025696634,O_Created,other,23-11-16 18:39,4,New credit,Home improvement,FALSE,statechange,Offer,8471,120,10300,1.37E-07,6
1025696634,O_Sent_(mail_and_online),other,23-11-16 18:39,4,New credit,Home improvement,FALSE,statechange,Offer,8471,120,10300,5.17E-06,7
1025696634,A_Complete,other,23-11-16 18:39,4,New credit,Home improvement,FALSE,statechange,Application,8471,120,10300,1.93E-10,8
1025696634,A_Validating,other,01-12-16 0:15,4,New credit,Home improvement,FALSE,statechange,Application,8471,120,10300,1.50E-07,9
1025696634,O_Returned,other,01-12-16 0:16,4,New credit,Home improvement,FALSE,statechange,Offer,8471,120,10300,1.64E-06,10
1025696634,A_Denied,other,02-12-16 19:00,4,New credit,Home improvement,FALSE,statechange,Application,8471,120,10300,0.029677611,11
1025696634,O_Refused,other,02-12-16 19:00,4,New credit,Home improvement,FALSE,statechange,Offer,8471,120,10300,5.40E-09,12
1034123285,A_Create_Application,User_1,11-11-16 3:19,11,New credit,Car,TRUE,Created,Application,5000,60,5000,0,1
1034123285,A_Submitted,User_1,11-11-16 3:19,11,New credit,Car,TRUE,statechange,Application,5000,60,5000,1.90E-07,2
1034123285,W_Handle_leads,other,11-11-16 3:34,11,New credit,Car,TRUE,Deleted,Workflow,5000,60,5000,0.000168397,3
1034123285,A_Concept,other,11-11-16 3:34,11,New credit,Car,TRUE,statechange,Application,5000,60,5000,1.74E-09,4
1034123285,A_Accepted,other,12-11-16 21:46,11,New credit,Car,TRUE,statechange,Application,5000,60,5000,0.029312384,5
1034123285,O_Create_Offer,other,12-11-16 21:52,11,New credit,Car,TRUE,Created,Offer,5000,60,5000,6.33E-05,6
1034123285,O_Created,other,12-11-16 21:52,11,New credit,Car,TRUE,statechange,Offer,5000,60,5000,1.08E-07,7
1034123285,O_Sent_(mail_and_online),other,12-11-16 21:55,11,New credit,Car,TRUE,statechange,Offer,5000,60,5000,3.44E-05,8
1034123285,W_Complete_application,other,12-11-16 21:55,11,New credit,Car,TRUE,Deleted,Workflow,5000,60,5000,2.31E-09,9
1034123285,A_Complete,other,12-11-16 21:55,11,New credit,Car,TRUE,statechange,Application,5000,60,5000,1.93E-10,10
1034123285,A_Validating,User_121,05-12-16 18:42,11,New credit,Car,TRUE,statechange,Application,5000,60,5000,1.63E-07,11
1034123285,O_Returned,User_121,05-12-16 18:42,11,New credit,Car,TRUE,statechange,Offer,5000,60,5000,5.07E-07,12
1034123285,A_Denied,other,07-12-16 21:14,11,New credit,Car,TRUE,statechange,Application,5000,60,5000,0.035087384,13
1034123285,O_Refused,other,07-12-16 21:14,11,New credit,Car,TRUE,statechange,Offer,5000,60,5000,4.05E-09,14
1036492833,A_Create_Application,other,23-11-16 20:00,3,New credit,Home improvement,FALSE,Created,Application,25000,40,25000,0,1
1036492833,A_Concept,other,23-11-16 20:00,3,New credit,Home improvement,FALSE,statechange,Application,25000,40,25000,3.86E-09,2
1036492833,A_Accepted,other,23-11-16 20:02,3,New credit,Home improvement,FALSE,statechange,Application,25000,40,25000,1.98E-05,3
1036492833,O_Create_Offer,other,23-11-16 20:03,3,New credit,Home improvement,FALSE,Created,Offer,25000,40,25000,8.10E-06,4
1036492833,O_Created,other,23-11-16 20:03,3,New credit,Home improvement,FALSE,statechange,Offer,25000,40,25000,1.44E-07,5
1036492833,O_Sent_(mail_and_online),other,23-11-16 20:03,3,New credit,Home improvement,FALSE,statechange,Offer,25000,40,25000,3.41E-06,6
1036492833,W_Complete_application,other,23-11-16 20:03,3,New credit,Home improvement,FALSE,Deleted,Workflow,25000,40,25000,2.12E-09,7
1036492833,A_Complete,other,23-11-16 20:03,3,New credit,Home improvement,FALSE,statechange,Application,25000,40,25000,1.93E-10,8
1036492833,A_Cancelled,other,01-12-16 4:18,3,New credit,Home improvement,FALSE,statechange,Application,25000,40,25000,0.12239723,9
1036492833,O_Cancelled,other,01-12-16 4:18,3,New credit,Home improvement,FALSE,statechange,Offer,25000,40,25000,4.05E-09,10
104045138,A_Create_Application,User_1,04-10-16 10:00,5,New credit,Extra spending limit,TRUE,Created,Application,5000,120,5000,0,1
104045138,A_Submitted,User_1,04-10-16 10:00,5,New credit,Extra spending limit,TRUE,statechange,Application,5000,120,5000,1.47E-07,2
104045138,A_Concept,User_1,04-10-16 10:01,5,New credit,Extra spending limit,TRUE,statechange,Application,5000,120,5000,1.48E-05,3
104045138,A_Accepted,other,05-10-16 0:29,5,New credit,Extra spending limit,TRUE,statechange,Application,5000,120,5000,0.010047192,4
104045138,O_Create_Offer,other,05-10-16 0:34,5,New credit,Extra spending limit,TRUE,Created,Offer,5000,120,5000,5.14E-05,5
104045138,O_Created,other,05-10-16 0:34,5,New credit,Extra spending limit,TRUE,statechange,Offer,5000,120,5000,1.02E-07,6
104045138,O_Sent_(mail_and_online),other,05-10-16 0:36,5,New credit,Extra spending limit,TRUE,statechange,Offer,5000,120,5000,2.23E-05,7
104045138,W_Complete_application,other,05-10-16 0:36,5,New credit,Extra spending limit,TRUE,Deleted,Workflow,5000,120,5000,2.12E-09,8
104045138,A_Complete,other,05-10-16 0:36,5,New credit,Extra spending limit,TRUE,statechange,Application,5000,120,5000,3.86E-10,9
104045138,A_Validating,other,10-10-16 19:12,5,New credit,Extra spending limit,TRUE,statechange,Application,5000,120,5000,1.39E-07,10
104045138,O_Returned,other,10-10-16 19:15,5,New credit,Extra spending limit,TRUE,statechange,Offer,5000,120,5000,4.07E-05,11
104045138,A_Denied,other,11-10-16 17:40,5,New credit,Extra spending limit,TRUE,statechange,Application,5000,120,5000,0.015563817,12
104045138,O_Refused,other,11-10-16 17:40,5,New credit,Extra spending limit,TRUE,statechange,Offer,5000,120,5000,4.63E-09,13
1043190619,A_Create_Application,User_3,28-11-16 22:20,6,New credit,Car,FALSE,Created,Application,23000,120,23000,0,1
1043190619,A_Concept,User_3,28-11-16 22:20,6,New credit,Car,FALSE,statechange,Application,23000,120,23000,3.86E-09,2
1043190619,A_Accepted,User_3,28-11-16 22:23,6,New credit,Car,FALSE,statechange,Application,23000,120,23000,2.98E-05,3
1043190619,O_Create_Offer,User_3,28-11-16 22:25,6,New credit,Car,FALSE,Created,Offer,23000,120,23000,2.56E-05,4
1043190619,O_Created,User_3,28-11-16 22:25,6,New credit,Car,FALSE,statechange,Offer,23000,120,23000,1.11E-07,5
1043190619,O_Sent_(mail_and_online),User_3,28-11-16 22:25,6,New credit,Car,FALSE,statechange,Offer,23000,120,23000,1.59E-06,6
1043190619,W_Complete_application,User_3,28-11-16 22:25,6,New credit,Car,FALSE,Deleted,Workflow,23000,120,23000,2.31E-09,7
1043190619,A_Complete,User_3,28-11-16 22:25,6,New credit,Car,FALSE,statechange,Application,23000,120,23000,3.86E-10,8
1043190619,A_Validating,other,01-12-16 21:20,6,New credit,Car,FALSE,statechange,Application,23000,120,23000,1.87E-07,9
1043190619,O_Returned,other,01-12-16 21:20,6,New credit,Car,FALSE,statechange,Offer,23000,120,23000,1.47E-06,10
1043190619,A_Denied,other,01-12-16 23:03,6,New credit,Car,FALSE,statechange,Application,23000,120,23000,0.001199254,11
1043190619,O_Refused,other,01-12-16 23:03,6,New credit,Car,FALSE,statechange,Offer,23000,120,23000,4.24E-09,12
1043782904,A_Create_Application,User_1,10-10-16 6:22,5,New credit,Home improvement,FALSE,Created,Application,6000,120,6000,0,1
1043782904,A_Submitted,User_1,10-10-16 6:22,5,New credit,Home improvement,FALSE,statechange,Application,6000,120,6000,1.66E-07,2
1043782904,A_Concept,User_1,10-10-16 6:23,5,New credit,Home improvement,FALSE,statechange,Application,6000,120,6000,1.12E-05,3
1043782904,A_Accepted,other,11-10-16 0:10,5,New credit,Home improvement,FALSE,statechange,Application,6000,120,6000,0.012354175,4
1043782904,O_Create_Offer,other,11-10-16 0:18,5,New credit,Home improvement,FALSE,Created,Offer,6000,120,6000,8.76E-05,5
1043782904,O_Created,other,11-10-16 0:18,5,New credit,Home improvement,FALSE,statechange,Offer,6000,120,6000,1.05E-07,6
1043782904,O_Sent_(mail_and_online),other,11-10-16 0:21,5,New credit,Home improvement,FALSE,statechange,Offer,6000,120,6000,3.10E-05,7
1043782904,W_Complete_application,other,11-10-16 0:21,5,New credit,Home improvement,FALSE,Deleted,Workflow,6000,120,6000,2.31E-09,8
1043782904,A_Complete,other,11-10-16 0:21,5,New credit,Home improvement,FALSE,statechange,Application,6000,120,6000,3.86E-10,9
1043782904,A_Validating,other,19-10-16 21:21,5,New credit,Home improvement,FALSE,statechange,Application,6000,120,6000,1.60E-07,10
1043782904,O_Returned,other,19-10-16 21:22,5,New credit,Home improvement,FALSE,statechange,Offer,6000,120,6000,1.46E-05,11
1043782904,A_Denied,other,21-10-16 2:38,5,New credit,Home improvement,FALSE,statechange,Application,6000,120,6000,0.020320341,12
1043782904,O_Refused,other,21-10-16 2:38,5,New credit,Home improvement,FALSE,statechange,Offer,6000,120,6000,4.63E-09,13
1047194763,A_Create_Application,User_1,02-12-16 22:45,5,New credit,Car,TRUE,Created,Application,10000,57,12500,0,1
1047194763,A_Submitted,User_1,02-12-16 22:45,5,New credit,Car,TRUE,statechange,Application,10000,57,12500,1.92E-07,2
1047194763,A_Concept,User_1,02-12-16 22:46,5,New credit,Car,TRUE,statechange,Application,10000,57,12500,6.81E-06,3
1047194763,A_Accepted,other,04-12-16 0:44,5,New credit,Car,TRUE,statechange,Application,10000,57,12500,0.018033492,4
1047194763,O_Create_Offer,other,04-12-16 0:51,5,New credit,Car,TRUE,Created,Offer,10000,57,12500,8.45E-05,5
1047194763,O_Created,other,04-12-16 0:51,5,New credit,Car,TRUE,statechange,Offer,10000,57,12500,1.28E-07,6
1047194763,O_Sent_(mail_and_online),other,04-12-16 0:52,5,New credit,Car,TRUE,statechange,Offer,10000,57,12500,5.07E-06,7
1047194763,W_Complete_application,other,04-12-16 0:52,5,New credit,Car,TRUE,Deleted,Workflow,10000,57,12500,4.05E-09,8
1047194763,A_Complete,other,04-12-16 0:52,5,New credit,Car,TRUE,statechange,Application,10000,57,12500,3.86E-10,9
1047194763,A_Validating,other,09-12-16 19:40,5,New credit,Car,TRUE,statechange,Application,10000,57,12500,1.61E-07,10
1047194763,O_Returned,other,09-12-16 19:40,5,New credit,Car,TRUE,statechange,Offer,10000,57,12500,4.28E-07,11
1047194763,A_Denied,other,09-12-16 21:51,5,New credit,Car,TRUE,statechange,Application,10000,57,12500,0.001516353,12
1047194763,O_Refused,other,09-12-16 21:51,5,New credit,Car,TRUE,statechange,Offer,10000,57,12500,1.18E-08,13
1056684759,A_Create_Application,other,09-11-16 23:35,6,New credit,other,TRUE,Created,Application,2534,53,9200,0,1
1056684759,A_Concept,other,09-11-16 23:35,6,New credit,other,TRUE,statechange,Application,2534,53,9200,3.28E-09,2
1056684759,A_Accepted,other,09-11-16 23:49,6,New credit,other,TRUE,statechange,Application,2534,53,9200,0.000172868,3
1056684759,O_Create_Offer,other,09-11-16 23:55,6,New credit,other,TRUE,Created,Offer,2534,53,9200,6.77E-05,4
1056684759,O_Created,other,09-11-16 23:55,6,New credit,other,TRUE,statechange,Offer,2534,53,9200,9.72E-08,5
1056684759,O_Sent_(mail_and_online),other,09-11-16 23:56,6,New credit,other,TRUE,statechange,Offer,2534,53,9200,1.68E-06,6
1056684759,W_Complete_application,other,09-11-16 23:56,6,New credit,other,TRUE,Deleted,Workflow,2534,53,9200,4.05E-09,7
1056684759,A_Complete,other,09-11-16 23:56,6,New credit,other,TRUE,statechange,Application,2534,53,9200,3.86E-10,8
1056684759,A_Validating,User_27,12-11-16 0:35,6,New credit,other,TRUE,statechange,Application,2534,53,9200,1.42E-07,9
